Job ID,Job Status,Error Code,Job Type,Backup Method,Client,Job,Schedule,Files,Files Size,Write Size,Data Transferred,Throughput,Start Time,End Time,Elapsed Time,Server,Volume Pool,Storage,Tape Drive,Volume
1644753445,Completed,-,Mysql Backup,Incremental Backup,jh,SGFDG,testsc_1,4221,20.53 GB,15.73 GB,15.92 GB,273 MB/s,2022-02-13 오후 8:57:25,2022-02-13 오후 8:58:44,0:01:19,jh,dsk,dsk,-,1644753445
1644752839,Completed,-,Mysql Backup,Enterprise Incremental Backup,jh,SGFDG,testsc_4,13594,9.15 GB,13.91 GB,2.54 GB,32.98 MB/s,2022-02-13 오후 8:47:19,2022-02-13 오후 8:52:05,0:04:46,jh,add,add,-,1644752839
1644752233,Completed,-,Mysql Backup,Enterprise Differential Backup,jh,SGFDG,testsc_3,12512,19.28 KB,17.63 KB,17.77 KB,1 KB/s,2022-02-13 오후 8:37:13,2022-02-13 오후 8:40:02,0:02:49,jh,ddd,ddd,-,1644752233
1644751627,Completed,-,Informix Onbar Backup,Full Backup,jh,HGFAW,testsc_2,126,25.25 MB,19.41 MB,17.47 MB,66.48 KB/s,2022-02-13 오후 8:27:07,2022-02-13 오후 8:33:38,0:06:31,jh,add,add,-,1644751627
1644751021,Completed,-,Informix Onbar Backup,Full Backup,jh,HGFAW,testsc_1,21033,21.65 GB,19.18 GB,27.47 GB,85.26 MB/s,2022-02-13 오후 8:17:01,2022-02-13 오후 8:21:23,0:04:22,jh,dsk,dsk,-,1644751021
1644750415,Completed,-,Informix Onbar Backup,Incremental Backup,jh,HGFAW,testsc_4,23319,25.98 GB,14.84 GB,12.51 GB,104.74 MB/s,2022-02-13 오후 8:06:55,2022-02-13 오후 8:11:11,0:04:16,jh,add,add,-,1644750415
1644749809,Completed,-,Informix Onbar Backup,Incremental Backup,jh,HGFAW,testsc_3,5970,26.54 MB,14.34 MB,29.06 MB,50.7 KB/s,2022-02-13 오후 7:56:49,2022-02-13 오후 8:05:47,0:08:58,jh,ddd,ddd,-,1644749809
1644749203,Completed,-,File Backup,Archive Backup,jh,TGHCV,testsc_2,4632,10.77 GB,26.24 GB,22.45 GB,145.07 MB/s,2022-02-13 오후 7:46:43,2022-02-13 오후 7:48:01,0:01:18,jh,add,add,-,1644749203
1644748597,Completed,-,File Backup,Differential Backup,jh,TGHCV,testsc_1,5074,5.35 KB,28.48 KB,17.69 KB,1 KB/s,2022-02-13 오후 7:36:37,2022-02-13 오후 7:39:36,0:02:59,jh,dsk,dsk,-,1644748597
1644747991,Completed,-,File Backup,Differential Backup,jh,TGHCV,testsc_4,11621,19.9 GB,5.96 GB,12.62 GB,38.08 MB/s,2022-02-13 오후 7:26:31,2022-02-13 오후 7:35:28,0:08:57,jh,add,add,-,1644747991
1644747385,Completed,-,File Backup,Full Backup,jh,TGHCV,testsc_3,29618,17.43 GB,6.15 GB,17.9 GB,70.28 MB/s,2022-02-13 오후 7:16:25,2022-02-13 오후 7:20:41,0:04:16,jh,ddd,ddd,-,1644747385
1644746779,Completed,-,Informix Onbar Backup,Incremental Backup,jh,UIYKH,testsc_2,30726,5.77 KB,24.43 KB,14.8 KB,1 KB/s,2022-02-13 오후 7:06:19,2022-02-13 오후 7:12:47,0:06:28,jh,add,add,-,1644746779
1644746173,Completed,-,Informix Onbar Backup,Incremental Backup,jh,UIYKH,testsc_1,29812,21.37 GB,12.36 GB,30.51 GB,40.9 MB/s,2022-02-13 오후 6:56:13,2022-02-13 오후 7:05:10,0:08:57,jh,dsk,dsk,-,1644746173
1644745567,Completed,-,Informix Onbar Backup,Incremental Backup,jh,UIYKH,testsc_4,4371,29.19 GB,4.01 GB,21.71 GB,54.65 MB/s,2022-02-13 오후 6:46:07,2022-02-13 오후 6:55:16,0:09:09,jh,add,add,-,1644745567
1644744961,Completed,-,Informix Onbar Backup,Incremental Backup,jh,UIYKH,testsc_3,22553,2.99 GB,12.61 GB,7.95 GB,6.12 MB/s,2022-02-13 오후 6:36:01,2022-02-13 오후 6:44:23,0:08:22,jh,ddd,ddd,-,1644744961
1644744355,Completed,-,Oracle RMAN Backup,Full Backup,jh,GHJDD,testsc_2,18468,19.63 GB,5.69 GB,8.08 GB,73.9 MB/s,2022-02-13 오후 6:25:55,2022-02-13 오후 6:30:29,0:04:34,jh,add,add,-,1644744355
1644743749,Completed,-,Oracle RMAN Backup,Cumulative Backup,jh,GHJDD,testsc_1,27583,13.54 GB,11.57 GB,23.1 GB,35.82 MB/s,2022-02-13 오후 6:15:49,2022-02-13 오후 6:22:18,0:06:29,jh,dsk,dsk,-,1644743749
1644743143,Completed,-,Oracle RMAN Backup,Full Backup,jh,GHJDD,testsc_4,28621,11.04 MB,6.39 MB,8.91 MB,90.4 KB/s,2022-02-13 오후 6:05:43,2022-02-13 오후 6:07:50,0:02:07,jh,add,add,-,1644743143
1644742537,Completed,-,Oracle RMAN Backup,Incremental Backup,jh,GHJDD,testsc_3,23978,12.52 GB,10.58 GB,18.14 GB,44.22 MB/s,2022-02-13 오후 5:55:37,2022-02-13 오후 6:00:29,0:04:52,jh,ddd,ddd,-,1644742537
1644741931,Completed,-,Vmware Backup,Synthetic,jh,KJHFA,testsc_2,25012,11.32 GB,4.07 GB,23.13 GB,43.42 MB/s,2022-02-13 오후 5:45:31,2022-02-13 오후 5:50:00,0:04:29,jh,add,add,-,1644741931
1644741325,Completed,-,Vmware Backup,Dump Backup,jh,KJHFA,testsc_1,712,19.33 KB,8.08 KB,6.15 KB,1 KB/s,2022-02-13 오후 5:35:25,2022-02-13 오후 5:41:45,0:06:20,jh,dsk,dsk,-,1644741325
1644740719,Completed,-,Vmware Backup,Dump Backup,jh,KJHFA,testsc_4,31549,1.08 GB,28.27 GB,26.3 GB,4.69 MB/s,2022-02-13 오후 5:25:19,2022-02-13 오후 5:29:17,0:03:58,jh,add,add,-,1644740719
1644740113,Completed,-,Vmware Backup,Synthetic,jh,KJHFA,testsc_3,25055,15.65 KB,28.29 KB,8.53 KB,1 KB/s,2022-02-13 오후 5:15:13,2022-02-13 오후 5:18:42,0:03:29,jh,ddd,ddd,-,1644740113
1644739507,Completed,-,Physical Backup,Full Backup,jh,JKLJKL,testsc_2,12003,12.9 GB,17.71 GB,22.73 GB,31.44 MB/s,2022-02-13 오후 5:05:07,2022-02-13 오후 5:12:09,0:07:02,jh,add,add,-,1644739507
1644738901,Completed,-,Physical Backup,Full Backup,jh,JKLJKL,testsc_1,29445,23.56 GB,225 MB,14.62 GB,92.42 MB/s,2022-02-13 오후 4:55:01,2022-02-13 오후 4:59:24,0:04:23,jh,dsk,dsk,-,1644738901
1644738295,Completed,-,Physical Backup,Full Backup,jh,JKLJKL,testsc_4,13747,12.92 GB,24.26 GB,15.85 GB,24.54 MB/s,2022-02-13 오후 4:44:55,2022-02-13 오후 4:53:56,0:09:01,jh,add,add,-,1644738295
1644737689,Completed,-,Physical Backup,Full Backup,jh,JKLJKL,testsc_3,3105,6.83 GB,7.7 GB,9.26 GB,16.98 MB/s,2022-02-13 오후 4:34:49,2022-02-13 오후 4:41:43,0:06:54,jh,ddd,ddd,-,1644737689
1644737083,Completed,-,Informix Onbar Backup,Full Backup,jh,BNMBV,testsc_2,17802,19.17 GB,23.66 GB,15.13 GB,96.2 MB/s,2022-02-13 오후 4:24:43,2022-02-13 오후 4:28:09,0:03:26,jh,add,add,-,1644737083
1644736477,Completed,-,Informix Onbar Backup,Incremental Backup,jh,BNMBV,testsc_1,32634,7.03 GB,4.47 GB,10.16 GB,18.89 MB/s,2022-02-13 오후 4:14:37,2022-02-13 오후 4:21:00,0:06:23,jh,dsk,dsk,-,1644736477
1644735871,Completed,-,Informix Onbar Backup,Incremental Backup,jh,BNMBV,testsc_4,17411,6.33 GB,19.67 GB,11.75 GB,16.05 MB/s,2022-02-13 오후 4:04:31,2022-02-13 오후 4:11:17,0:06:46,jh,add,add,-,1644735871
1644735265,Completed,-,Informix Onbar Backup,Incremental Backup,jh,BNMBV,testsc_3,3997,1.48 GB,28.14 GB,29.61 GB,2.65 MB/s,2022-02-13 오후 3:54:25,2022-02-13 오후 4:03:58,0:09:33,jh,ddd,ddd,-,1644735265
1644734659,Completed,-,Mysql Backup,Incremental Backup,jh,CVNVX,testsc_2,2867,12.75 GB,2.84 GB,31.32 GB,126.79 MB/s,2022-02-13 오후 3:44:19,2022-02-13 오후 3:46:04,0:01:45,jh,add,add,-,1644734659
1644734053,Completed,-,Mysql Backup,Enterprise Full Backup,jh,CVNVX,testsc_1,7214,11.35 GB,9.24 GB,23.98 GB,121.09 MB/s,2022-02-13 오후 3:34:13,2022-02-13 오후 3:35:51,0:01:38,jh,dsk,dsk,-,1644734053
1644733447,Completed,-,Mysql Backup,Differential Backup,jh,CVNVX,testsc_4,19629,13.36 GB,24.27 GB,2.97 GB,28.44 MB/s,2022-02-13 오후 3:24:07,2022-02-13 오후 3:32:10,0:08:03,jh,add,add,-,1644733447
1644732841,Completed,-,Mysql Backup,Enterprise Incremental Backup,jh,CVNVX,testsc_3,23892,28.64 GB,28.29 GB,50 MB,143.07 MB/s,2022-02-13 오후 3:14:01,2022-02-13 오후 3:17:28,0:03:27,jh,ddd,ddd,-,1644732841
1644732235,Completed,-,Informix Onbar Backup,Full Backup,jh,FASDF,testsc_2,16478,29.44 MB,3.93 MB,17.23 MB,108.43 KB/s,2022-02-13 오후 3:03:55,2022-02-13 오후 3:08:35,0:04:40,jh,add,add,-,1644732235
1644731629,Completed,-,Informix Onbar Backup,Full Backup,jh,FASDF,testsc_1,14307,24.75 GB,17.29 GB,1.38 GB,77.27 MB/s,2022-02-13 오후 2:53:49,2022-02-13 오후 2:59:19,0:05:30,jh,dsk,dsk,-,1644731629
1644731023,Completed,-,Informix Onbar Backup,Full Backup,jh,FASDF,testsc_4,26690,15.16 GB,21.7 GB,17.21 GB,76.87 MB/s,2022-02-13 오후 2:43:43,2022-02-13 오후 2:47:07,0:03:24,jh,add,add,-,1644731023
1644730417,Completed,-,Informix Onbar Backup,Full Backup,jh,FASDF,testsc_3,14963,29.24 GB,3.48 GB,16.38 GB,336.43 MB/s,2022-02-13 오후 2:33:37,2022-02-13 오후 2:35:08,0:01:31,jh,ddd,ddd,-,1644730417
1644729811,Completed,-,Mysql Backup,Incremental Backup,jh,SGFDG,testsc_2,5892,24.81 KB,3.4 KB,17.6 KB,1 KB/s,2022-02-13 오후 2:23:31,2022-02-13 오후 2:28:19,0:04:48,jh,add,add,-,1644729811
1644729205,Failed,E6422013,Mysql Backup,Incremental Backup,jh,SGFDG,testsc_1,15365,21.96 GB,10.12 GB,8.78 GB,54.33 MB/s,2022-02-13 오후 2:13:25,2022-02-13 오후 2:20:21,0:06:56,jh,dsk,dsk,-,1644729205
1644728599,Completed,-,Mysql Backup,Enterprise Incremental Backup,jh,SGFDG,testsc_4,26372,10.75 GB,23.36 GB,11.07 GB,38.61 MB/s,2022-02-13 오후 2:03:19,2022-02-13 오후 2:08:06,0:04:47,jh,add,add,-,1644728599
1644727993,Completed,-,Mysql Backup,Enterprise Differential Backup,jh,SGFDG,testsc_3,28388,885 KB,7.25 MB,18.96 MB,2.29 KB/s,2022-02-13 오후 1:53:13,2022-02-13 오후 1:59:42,0:06:29,jh,ddd,ddd,-,1644727993
1644727387,Completed,-,Informix Onbar Backup,Full Backup,jh,HGFAW,testsc_2,14426,23.25 GB,6.63 GB,20.78 GB,119.07 MB/s,2022-02-13 오후 1:43:07,2022-02-13 오후 1:46:29,0:03:22,jh,add,add,-,1644727387
1644726781,Completed,-,Informix Onbar Backup,Full Backup,jh,HGFAW,testsc_1,5857,27.2 GB,3.06 GB,8.35 GB,49.38 MB/s,2022-02-13 오후 1:33:01,2022-02-13 오후 1:42:27,0:09:26,jh,dsk,dsk,-,1644726781
1644726175,Completed,-,Informix Onbar Backup,Incremental Backup,jh,HGFAW,testsc_4,28622,30.43 GB,31.92 GB,31.64 GB,158.16 MB/s,2022-02-13 오후 1:22:55,2022-02-13 오후 1:26:14,0:03:19,jh,add,add,-,1644726175
1644725569,Completed,-,Informix Onbar Backup,Incremental Backup,jh,HGFAW,testsc_3,35,10.14 GB,6.3 GB,7.97 GB,20.65 MB/s,2022-02-13 오후 1:12:49,2022-02-13 오후 1:21:14,0:08:25,jh,ddd,ddd,-,1644725569
1644724963,Completed,-,File Backup,Archive Backup,jh,TGHCV,testsc_2,24025,22.23 KB,19.01 KB,1.26 KB,1 KB/s,2022-02-13 오후 1:02:43,2022-02-13 오후 1:08:20,0:05:37,jh,add,add,-,1644724963
1644724357,Completed,-,File Backup,Differential Backup,jh,TGHCV,testsc_1,25624,21.16 GB,24.21 GB,21.14 GB,87 MB/s,2022-02-13 오후 12:52:37,2022-02-13 오후 12:56:48,0:04:11,jh,dsk,dsk,-,1644724357
1644723751,Completed,-,File Backup,Differential Backup,jh,TGHCV,testsc_4,15412,23.18 GB,31.36 GB,10.29 GB,60.09 MB/s,2022-02-13 오후 12:42:31,2022-02-13 오후 12:49:08,0:06:37,jh,add,add,-,1644723751
1644723145,Completed,-,File Backup,Full Backup,jh,TGHCV,testsc_3,11348,29.66 GB,5.69 GB,23.74 GB,172.59 MB/s,2022-02-13 오후 12:32:25,2022-02-13 오후 12:35:23,0:02:58,jh,ddd,ddd,-,1644723145
1644722539,Suspended,-,Informix Onbar Backup,Incremental Backup,jh,UIYKH,testsc_2,24957,4.86 GB,12.19 GB,9.11 GB,32.29 MB/s,2022-02-13 오후 12:22:19,2022-02-13 오후 12:24:55,0:02:36,jh,add,add,-,1644722539
1644721933,Completed,-,Informix Onbar Backup,Incremental Backup,jh,UIYKH,testsc_1,1877,9.1 GB,26.22 GB,11.9 GB,17.3 MB/s,2022-02-13 오후 12:12:13,2022-02-13 오후 12:21:14,0:09:01,jh,dsk,dsk,-,1644721933
1644721327,Completed,-,Informix Onbar Backup,Incremental Backup,jh,UIYKH,testsc_4,30189,10.75 GB,8.58 GB,5.9 GB,19.41 MB/s,2022-02-13 오후 12:02:07,2022-02-13 오후 12:11:36,0:09:29,jh,add,add,-,1644721327
1644720721,Completed,-,Informix Onbar Backup,Incremental Backup,jh,UIYKH,testsc_3,6547,20.47 GB,13.39 GB,1.14 GB,120.44 MB/s,2022-02-13 오전 11:52:01,2022-02-13 오전 11:54:57,0:02:56,jh,ddd,ddd,-,1644720721
1644720115,Completed,-,Oracle RMAN Backup,Full Backup,jh,GHJDD,testsc_2,26955,13.84 GB,26.3 GB,11.1 GB,32.07 MB/s,2022-02-13 오전 11:41:55,2022-02-13 오전 11:49:19,0:07:24,jh,add,add,-,1644720115
1644719509,Completed,-,Oracle RMAN Backup,Cumulative Backup,jh,GHJDD,testsc_1,19773,7.03 GB,11.81 GB,28.3 GB,20.94 MB/s,2022-02-13 오전 11:31:49,2022-02-13 오전 11:37:35,0:05:46,jh,dsk,dsk,-,1644719509
1644718903,Completed,-,Oracle RMAN Backup,Full Backup,jh,GHJDD,testsc_4,31088,21.59 GB,27.6 GB,2.27 GB,64.65 MB/s,2022-02-13 오전 11:21:43,2022-02-13 오전 11:27:27,0:05:44,jh,add,add,-,1644718903
1644718297,Completed,-,Oracle RMAN Backup,Incremental Backup,jh,GHJDD,testsc_3,28045,25.09 KB,5.11 KB,7.04 KB,1 KB/s,2022-02-13 오전 11:11:37,2022-02-13 오전 11:13:28,0:01:51,jh,ddd,ddd,-,1644718297
1644717691,Completed,-,Vmware Backup,Synthetic,jh,KJHFA,testsc_2,4632,31.71 GB,21.33 GB,4.73 GB,64.42 MB/s,2022-02-13 오전 11:01:31,2022-02-13 오전 11:09:57,0:08:26,jh,add,add,-,1644717691
1644717085,Completed,-,Vmware Backup,Dump Backup,jh,KJHFA,testsc_1,26278,6.86 GB,30.2 GB,23.83 GB,16.3 MB/s,2022-02-13 오전 10:51:25,2022-02-13 오전 10:58:38,0:07:13,jh,dsk,dsk,-,1644717085
1644716479,Completed,-,Vmware Backup,Dump Backup,jh,KJHFA,testsc_4,476,5.65 GB,9.25 GB,12.93 GB,35.47 MB/s,2022-02-13 오전 10:41:19,2022-02-13 오전 10:44:04,0:02:45,jh,add,add,-,1644716479
1644715873,Completed,-,Vmware Backup,Synthetic,jh,KJHFA,testsc_3,16719,20.18 MB,2.48 MB,9.84 MB,122.26 KB/s,2022-02-13 오전 10:31:13,2022-02-13 오전 10:34:04,0:02:51,jh,ddd,ddd,-,1644715873
1644715267,Completed,-,Physical Backup,Full Backup,jh,JKLJKL,testsc_2,15750,4.3 MB,2.48 MB,14.09 MB,44.91 KB/s,2022-02-13 오전 10:21:07,2022-02-13 오전 10:22:47,0:01:40,jh,add,add,-,1644715267
1644714661,Completed,-,Physical Backup,Full Backup,jh,JKLJKL,testsc_1,21003,29.68 GB,5.28 GB,25.24 GB,53.23 MB/s,2022-02-13 오전 10:11:01,2022-02-13 오전 10:20:34,0:09:33,jh,dsk,dsk,-,1644714661
1644714055,Completed,-,Physical Backup,Full Backup,jh,JKLJKL,testsc_4,540,10.87 KB,5.53 KB,14.26 KB,1 KB/s,2022-02-13 오전 10:00:55,2022-02-13 오전 10:07:29,0:06:34,jh,add,add,-,1644714055
1644713449,Completed,-,Physical Backup,Full Backup,jh,JKLJKL,testsc_3,9565,29.68 GB,9.49 GB,10.04 GB,55.77 MB/s,2022-02-13 오전 9:50:49,2022-02-13 오전 9:59:56,0:09:07,jh,ddd,ddd,-,1644713449
1644712843,Completed,-,Informix Onbar Backup,Full Backup,jh,BNMBV,testsc_2,26449,8.65 GB,674 MB,8.41 GB,20.55 MB/s,2022-02-13 오전 9:40:43,2022-02-13 오전 9:47:56,0:07:13,jh,add,add,-,1644712843
1644712237,Completed,-,Informix Onbar Backup,Incremental Backup,jh,BNMBV,testsc_1,1853,8.14 GB,12.6 GB,9.5 GB,50.53 MB/s,2022-02-13 오전 9:30:37,2022-02-13 오전 9:33:24,0:02:47,jh,dsk,dsk,-,1644712237
1644711631,Completed,-,Informix Onbar Backup,Incremental Backup,jh,BNMBV,testsc_4,12105,22.66 GB,13.43 GB,11.83 GB,58.6 MB/s,2022-02-13 오전 9:20:31,2022-02-13 오전 9:27:09,0:06:38,jh,add,add,-,1644711631
1644711025,Completed,-,Informix Onbar Backup,Incremental Backup,jh,BNMBV,testsc_3,10757,23.56 GB,16.33 GB,911 MB,49.34 MB/s,2022-02-13 오전 9:10:25,2022-02-13 오전 9:18:36,0:08:11,jh,ddd,ddd,-,1644711025
1644710419,Completed,-,Mysql Backup,Incremental Backup,jh,CVNVX,testsc_2,9674,6.15 GB,16.98 GB,24.56 GB,108.6 MB/s,2022-02-13 오전 9:00:19,2022-02-13 오전 9:01:19,0:01:00,jh,add,add,-,1644710419
1644709813,Completed,-,Mysql Backup,Enterprise Full Backup,jh,CVNVX,testsc_1,31069,22.79 GB,6.21 GB,23.35 GB,67.63 MB/s,2022-02-13 오전 8:50:13,2022-02-13 오전 8:56:00,0:05:47,jh,dsk,dsk,-,1644709813
1644709207,Completed,-,Mysql Backup,Differential Backup,jh,CVNVX,testsc_4,80,2.99 GB,21.38 GB,17.23 GB,7.55 MB/s,2022-02-13 오전 8:40:07,2022-02-13 오전 8:46:55,0:06:48,jh,add,add,-,1644709207
1644708601,Completed,-,Mysql Backup,Enterprise Incremental Backup,jh,CVNVX,testsc_3,8179,7.12 GB,7.42 GB,12.09 GB,12.47 MB/s,2022-02-13 오전 8:30:01,2022-02-13 오전 8:39:48,0:09:47,jh,ddd,ddd,-,1644708601
1644707995,Completed,-,Informix Onbar Backup,Full Backup,jh,FASDF,testsc_2,14755,14 GB,24.33 GB,22.29 GB,38.45 MB/s,2022-02-13 오전 8:19:55,2022-02-13 오전 8:26:10,0:06:15,jh,add,add,-,1644707995
1644707389,Completed,-,Informix Onbar Backup,Full Backup,jh,FASDF,testsc_1,17160,25.54 GB,28.28 GB,6.44 GB,118.89 MB/s,2022-02-13 오전 8:09:49,2022-02-13 오전 8:13:31,0:03:42,jh,dsk,dsk,-,1644707389
1644706783,Completed,-,Informix Onbar Backup,Full Backup,jh,FASDF,testsc_4,9943,10.47 KB,5.2 KB,16.01 KB,1 KB/s,2022-02-13 오전 7:59:43,2022-02-13 오전 8:01:43,0:02:00,jh,add,add,-,1644706783
1644706177,Completed,-,Informix Onbar Backup,Full Backup,jh,FASDF,testsc_3,1287,17.85 GB,22.89 GB,25.57 GB,119.44 MB/s,2022-02-13 오전 7:49:37,2022-02-13 오전 7:52:12,0:02:35,jh,ddd,ddd,-,1644706177
1644705571,Completed,-,Mysql Backup,Incremental Backup,jh,SGFDG,testsc_2,20715,8.02 GB,7.07 GB,9.29 GB,24.81 MB/s,2022-02-13 오전 7:39:31,2022-02-13 오전 7:45:04,0:05:33,jh,add,add,-,1644705571
1644704965,Completed,-,Mysql Backup,Incremental Backup,jh,SGFDG,testsc_1,4306,23.24 GB,30.53 GB,10.99 GB,39.8 MB/s,2022-02-13 오전 7:29:25,2022-02-13 오전 7:39:25,0:10:00,jh,dsk,dsk,-,1644704965
1644704359,Completed,-,Mysql Backup,Enterprise Incremental Backup,jh,SGFDG,testsc_4,17756,10.13 MB,22.72 MB,24.06 MB,53.47 KB/s,2022-02-13 오전 7:19:19,2022-02-13 오전 7:22:35,0:03:16,jh,add,add,-,1644704359
1644703753,Completed,-,Mysql Backup,Enterprise Differential Backup,jh,SGFDG,testsc_3,20837,18.84 GB,18.24 GB,16.32 GB,49.35 MB/s,2022-02-13 오전 7:09:13,2022-02-13 오전 7:15:46,0:06:33,jh,ddd,ddd,-,1644703753
1644703147,Completed,-,Informix Onbar Backup,Full Backup,jh,HGFAW,testsc_2,24923,5.71 GB,3.67 GB,29.07 GB,9.99 MB/s,2022-02-13 오전 6:59:07,2022-02-13 오전 7:08:54,0:09:47,jh,add,add,-,1644703147
1644702541,Completed,-,Informix Onbar Backup,Full Backup,jh,HGFAW,testsc_1,7671,14.18 KB,20.49 KB,23.03 KB,1 KB/s,2022-02-13 오전 6:49:01,2022-02-13 오전 6:57:27,0:08:26,jh,dsk,dsk,-,1644702541
1644701935,Completed,-,Informix Onbar Backup,Incremental Backup,jh,HGFAW,testsc_4,26269,22.04 GB,27.83 GB,25.28 GB,152.51 MB/s,2022-02-13 오전 6:38:55,2022-02-13 오전 6:41:25,0:02:30,jh,add,add,-,1644701935
1644701329,Completed,-,Informix Onbar Backup,Incremental Backup,jh,HGFAW,testsc_3,6349,13.82 GB,19.41 GB,3.28 GB,38.67 MB/s,2022-02-13 오전 6:28:49,2022-02-13 오전 6:34:57,0:06:08,jh,ddd,ddd,-,1644701329
1644700723,Completed,-,File Backup,Archive Backup,jh,TGHCV,testsc_2,15826,26.69 MB,5.53 MB,4.65 MB,58.52 KB/s,2022-02-13 오전 6:18:43,2022-02-13 오전 6:26:32,0:07:49,jh,add,add,-,1644700723
1644700117,Completed,-,File Backup,Differential Backup,jh,TGHCV,testsc_1,22351,10.8 GB,13.59 GB,14.18 GB,24.63 MB/s,2022-02-13 오전 6:08:37,2022-02-13 오전 6:16:08,0:07:31,jh,dsk,dsk,-,1644700117
1644699511,Completed,-,File Backup,Differential Backup,jh,TGHCV,testsc_4,31294,25.79 GB,1.16 GB,15.56 GB,75.68 MB/s,2022-02-13 오전 5:58:31,2022-02-13 오전 6:04:22,0:05:51,jh,add,add,-,1644699511
1644698905,Completed,-,File Backup,Full Backup,jh,TGHCV,testsc_3,13355,20.65 GB,30.13 GB,11.28 GB,82.94 MB/s,2022-02-13 오전 5:48:25,2022-02-13 오전 5:52:42,0:04:17,jh,ddd,ddd,-,1644698905
1644698299,Completed,-,Informix Onbar Backup,Incremental Backup,jh,UIYKH,testsc_2,19229,27.43 GB,28.77 GB,23.07 GB,56.63 MB/s,2022-02-13 오전 5:38:19,2022-02-13 오전 5:46:37,0:08:18,jh,add,add,-,1644698299
1644697693,Completed,-,Informix Onbar Backup,Incremental Backup,jh,UIYKH,testsc_1,30850,17.35 KB,24.01 KB,5.06 KB,1 KB/s,2022-02-13 오전 5:28:13,2022-02-13 오전 5:36:29,0:08:16,jh,dsk,dsk,-,1644697693
1644697087,Completed,-,Informix Onbar Backup,Incremental Backup,jh,UIYKH,testsc_4,23207,13.71 GB,18.38 GB,10.04 GB,120.01 MB/s,2022-02-13 오전 5:18:07,2022-02-13 오전 5:20:06,0:01:59,jh,add,add,-,1644697087
1644696481,Completed,-,Informix Onbar Backup,Incremental Backup,jh,UIYKH,testsc_3,26480,4.48 GB,28.57 GB,21.1 GB,8.21 MB/s,2022-02-13 오전 5:08:01,2022-02-13 오전 5:17:21,0:09:20,jh,ddd,ddd,-,1644696481
1644695875,Completed,-,Oracle RMAN Backup,Full Backup,jh,GHJDD,testsc_2,30714,19.26 KB,20.19 KB,29.7 KB,1 KB/s,2022-02-13 오전 4:57:55,2022-02-13 오전 4:58:57,0:01:02,jh,add,add,-,1644695875
1644695269,Completed,-,Oracle RMAN Backup,Cumulative Backup,jh,GHJDD,testsc_1,14203,7.69 MB,23.37 MB,1.18 MB,15.17 KB/s,2022-02-13 오전 4:47:49,2022-02-13 오전 4:56:30,0:08:41,jh,dsk,dsk,-,1644695269
1644694663,Completed,-,Oracle RMAN Backup,Full Backup,jh,GHJDD,testsc_4,8237,25.95 GB,20.93 GB,14.71 GB,77.7 MB/s,2022-02-13 오전 4:37:43,2022-02-13 오전 4:43:27,0:05:44,jh,add,add,-,1644694663
1644694057,Completed,-,Oracle RMAN Backup,Incremental Backup,jh,GHJDD,testsc_3,14242,15.37 GB,22.29 GB,546 MB,141.79 MB/s,2022-02-13 오전 4:27:37,2022-02-13 오전 4:29:30,0:01:53,jh,ddd,ddd,-,1644694057
1644693451,Completed,-,Vmware Backup,Synthetic,jh,KJHFA,testsc_2,23645,18.72 GB,10.15 GB,29.38 GB,43.76 MB/s,2022-02-13 오전 4:17:31,2022-02-13 오전 4:24:51,0:07:20,jh,add,add,-,1644693451
1644692845,Completed,-,Vmware Backup,Dump Backup,jh,KJHFA,testsc_1,21024,28.11 KB,4.25 KB,30.41 KB,1 KB/s,2022-02-13 오전 4:07:25,2022-02-13 오전 4:10:33,0:03:08,jh,dsk,dsk,-,1644692845
1644692239,Completed,-,Vmware Backup,Dump Backup,jh,KJHFA,testsc_4,17780,16.35 MB,30.4 MB,11.33 MB,41.24 KB/s,2022-02-13 오전 3:57:19,2022-02-13 오전 4:04:07,0:06:48,jh,add,add,-,1644692239
1644691633,Completed,-,Vmware Backup,Synthetic,jh,KJHFA,testsc_3,25904,23.6 GB,18.58 GB,29.51 GB,249.19 MB/s,2022-02-13 오전 3:47:13,2022-02-13 오전 3:48:52,0:01:39,jh,ddd,ddd,-,1644691633
1644691027,Completed,-,Physical Backup,Full Backup,jh,JKLJKL,testsc_2,9203,7.24 MB,13.64 MB,19.34 MB,13.23 KB/s,2022-02-13 오전 3:37:07,2022-02-13 오전 3:46:29,0:09:22,jh,add,add,-,1644691027
1644690421,Completed,-,Physical Backup,Full Backup,jh,JKLJKL,testsc_1,4674,22.22 GB,13.51 GB,15.11 GB,83.67 MB/s,2022-02-13 오전 3:27:01,2022-02-13 오전 3:31:35,0:04:34,jh,dsk,dsk,-,1644690421
1644689815,Completed,-,Physical Backup,Full Backup,jh,JKLJKL,testsc_4,24850,22.15 GB,27.49 GB,20.68 GB,231.43 MB/s,2022-02-13 오전 3:16:55,2022-02-13 오전 3:18:35,0:01:40,jh,add,add,-,1644689815
1644689209,Completed,-,Physical Backup,Full Backup,jh,JKLJKL,testsc_3,16009,17.43 GB,7 GB,4.32 GB,34.13 MB/s,2022-02-13 오전 3:06:49,2022-02-13 오전 3:15:34,0:08:45,jh,ddd,ddd,-,1644689209
